Tiempo, Cabina1, Cabina2, Cabina3, Cabina4, Cabina5, 
151, EJECUTA SDC-6801 NORMAL, EJECUTA SXR-2281 NORMAL, EJECUTA SWG-5716 NORMAL, EJECUTA SPT-9666 NORMAL, EJECUTA SUK-7537 NORMAL, 
152, EJECUTA SDC-6801 NORMAL, EJECUTA SXR-2281 NORMAL, EJECUTA SWG-5716 NORMAL, EJECUTA SPT-9666 NORMAL, EJECUTA SUK-7537 NORMAL, 
153, EJECUTA SDC-6801 NORMAL, EJECUTA SWG-8140 NORMAL, EJECUTA SWG-5716 NORMAL, EJECUTA SPT-9666 NORMAL, EJECUTA SUK-7537 NORMAL, 
154, EJECUTA SDC-6801 NORMAL, EJECUTA SWG-8140 NORMAL, EJECUTA SZN-7531 NORMAL, EJECUTA SPT-9666 NORMAL, EJECUTA SUK-7537 NORMAL, 
155, EJECUTA SDC-6801 NORMAL, EJECUTA SWG-8140 NORMAL, EJECUTA SZN-7531 NORMAL, EJECUTA SFB-5194 NORMAL, EJECUTA SGY-4511 NORMAL, 
156, EJECUTA SXC-0534 NORMAL, EJECUTA SWG-8140 NORMAL, EJECUTA SZN-7531 NORMAL, EJECUTA SFB-5194 NORMAL, EJECUTA SGY-4511 NORMAL, 
157, EJECUTA SXC-0534 NORMAL, EJECUTA SWG-8140 NORMAL, EJECUTA SZN-7531 NORMAL, EJECUTA SFB-5194 NORMAL, EJECUTA SGY-4511 NORMAL, 
158, EJECUTA SXC-0534 NORMAL, EJECUTA SZP-8485 NORMAL, EJECUTA SZN-7531 NORMAL, EJECUTA SFB-5194 NORMAL, EJECUTA SGY-4511 NORMAL, 
159, EJECUTA SXC-0534 NORMAL, EJECUTA SZP-8485 NORMAL, vacio, EJECUTA SFB-5194 NORMAL, EJECUTA SGY-4511 NORMAL, 
160, EJECUTA SXC-0534 NORMAL, EJECUTA SZP-8485 NORMAL, vacio, EJECUTA SAN-0958 NORMAL, EJECUTA SIH-1700 NORMAL, 
161, EJECUTA SDA-3110 NORMAL, EJECUTA SZP-8485 NORMAL, vacio, EJECUTA SAN-0958 NORMAL, EJECUTA SIH-1700 NORMAL, 
162, EJECUTA SDA-3110 NORMAL, EJECUTA SZP-8485 NORMAL, vacio, EJECUTA SAN-0958 NORMAL, EJECUTA SIH-1700 NORMAL, 
163, EJECUTA SDA-3110 NORMAL, EJECUTA SWB-8837 NORMAL, vacio, EJECUTA SAN-0958 NORMAL, EJECUTA SIH-1700 NORMAL, 
164, EJECUTA SDA-3110 NORMAL, EJECUTA SWB-8837 NORMAL, vacio, EJECUTA SAN-0958 NORMAL, EJECUTA SIH-1700 NORMAL, 
165, EJECUTA SDA-3110 NORMAL, EJECUTA SWB-8837 NORMAL, EJECUTA SGX-4577 NORMAL, EJECUTA SRY-8909 NORMAL, EJECUTA SDD-7872 NORMAL, 
166, ESPERANDO POR SQY-9170 EMERGENCIA, EJECUTA SWB-8837 NORMAL, EJECUTA SGX-4577 NORMAL, EJECUTA SRY-8909 NORMAL, EJECUTA SDD-7872 NORMAL, 
167, ESPERANDO POR SQY-9170 EMERGENCIA, EJECUTA SWB-8837 NORMAL, EJECUTA SGX-4577 NORMAL, EJECUTA SRY-8909 NORMAL, EJECUTA SDD-7872 NORMAL, 
168, ESPERANDO POR SQY-9170 EMERGENCIA, EJECUTA SCD-9957 NORMAL, EJECUTA SGX-4577 NORMAL, EJECUTA SRY-8909 NORMAL, EJECUTA SDD-7872 NORMAL, 
169, ESPERANDO POR SQY-9170 EMERGENCIA, EJECUTA SCD-9957 NORMAL, EJECUTA SGX-4577 NORMAL, EJECUTA SRY-8909 NORMAL, EJECUTA SDD-7872 NORMAL, 
170, ESPERANDO POR SQY-9170 EMERGENCIA, EJECUTA SCD-9957 NORMAL, EJECUTA SRD-6636 NORMAL, EJECUTA SEY-6977 NORMAL, EJECUTA SHN-9406 NORMAL, 
171, ESPERANDO POR SQY-9170 EMERGENCIA, EJECUTA SCD-9957 NORMAL, EJECUTA SRD-6636 NORMAL, EJECUTA SEY-6977 NORMAL, EJECUTA SHN-9406 NORMAL, 
172, EJECUTA SQY-9170 EMERGENCIA, EJECUTA SCD-9957 NORMAL, EJECUTA SRD-6636 NORMAL, EJECUTA SEY-6977 NORMAL, EJECUTA SHN-9406 NORMAL, 
173, EJECUTA SQY-9170 EMERGENCIA, ESPERANDO POR STK-9838 EMERGENCIA, EJECUTA SRD-6636 NORMAL, EJECUTA SEY-6977 NORMAL, EJECUTA SHN-9406 NORMAL, 
174, EJECUTA SQY-9170 EMERGENCIA, ESPERANDO POR STK-9838 EMERGENCIA, EJECUTA SRD-6636 NORMAL, EJECUTA SEY-6977 NORMAL, EJECUTA SHN-9406 NORMAL, 
175, EJECUTA SQY-9170 EMERGENCIA, ESPERANDO POR STK-9838 EMERGENCIA, EJECUTA SVZ-9981 NORMAL, EJECUTA SLK-2411 NORMAL, EJECUTA SVX-0183 NORMAL, 
176, EJECUTA SQY-9170 EMERGENCIA, ESPERANDO POR STK-9838 EMERGENCIA, EJECUTA SVZ-9981 NORMAL, EJECUTA SLK-2411 NORMAL, EJECUTA SVX-0183 NORMAL, 
177, EJECUTA SMX-3976 NORMAL, ESPERANDO POR STK-9838 EMERGENCIA, EJECUTA SVZ-9981 NORMAL, EJECUTA SLK-2411 NORMAL, EJECUTA SVX-0183 NORMAL, 
178, EJECUTA SMX-3976 NORMAL, ESPERANDO POR STK-9838 EMERGENCIA, EJECUTA SVZ-9981 NORMAL, EJECUTA SLK-2411 NORMAL, EJECUTA SVX-0183 NORMAL, 
179, EJECUTA SMX-3976 NORMAL, ESPERANDO POR STK-9838 EMERGENCIA, EJECUTA SVZ-9981 NORMAL, EJECUTA SLK-2411 NORMAL, EJECUTA SVX-0183 NORMAL, 
180, EJECUTA SMX-3976 NORMAL, ESPERANDO POR STK-9838 EMERGENCIA, EJECUTA SHB-3418 NORMAL, EJECUTA SAO-4464 NORMAL, EJECUTA SNU-8286 NORMAL, 
181, EJECUTA SMX-3976 NORMAL, EJECUTA STK-9838 EMERGENCIA, EJECUTA SHB-3418 NORMAL, EJECUTA SAO-4464 NORMAL, EJECUTA SNU-8286 NORMAL, 
182, EJECUTA SJV-0611 NORMAL, EJECUTA STK-9838 EMERGENCIA, EJECUTA SHB-3418 NORMAL, EJECUTA SAO-4464 NORMAL, EJECUTA SNU-8286 NORMAL, 
183, EJECUTA SJV-0611 NORMAL, EJECUTA STK-9838 EMERGENCIA, EJECUTA SHB-3418 NORMAL, EJECUTA SAO-4464 NORMAL, EJECUTA SNU-8286 NORMAL, 
184, EJECUTA SJV-0611 NORMAL, EJECUTA STK-9838 EMERGENCIA, EJECUTA SHB-3418 NORMAL, EJECUTA SAO-4464 NORMAL, EJECUTA SNU-8286 NORMAL, 
185, EJECUTA SJV-0611 NORMAL, EJECUTA STK-9838 EMERGENCIA, EJECUTA SUS-4763 NORMAL, EJECUTA SXJ-3728 NORMAL, EJECUTA SRT-0230 NORMAL, 
186, EJECUTA SJV-0611 NORMAL, EJECUTA SDN-6176 NORMAL, EJECUTA SUS-4763 NORMAL, EJECUTA SXJ-3728 NORMAL, EJECUTA SRT-0230 NORMAL, 
187, EJECUTA SQK-6817 NORMAL, EJECUTA SDN-6176 NORMAL, EJECUTA SUS-4763 NORMAL, EJECUTA SXJ-3728 NORMAL, EJECUTA SRT-0230 NORMAL, 
188, EJECUTA SQK-6817 NORMAL, EJECUTA SDN-6176 NORMAL, EJECUTA SUS-4763 NORMAL, EJECUTA SXJ-3728 NORMAL, EJECUTA SRT-0230 NORMAL, 
189, EJECUTA SQK-6817 NORMAL, EJECUTA SDN-6176 NORMAL, EJECUTA SUS-4763 NORMAL, EJECUTA SXJ-3728 NORMAL, EJECUTA SRT-0230 NORMAL, 
190, EJECUTA SQK-6817 NORMAL, EJECUTA SDN-6176 NORMAL, EJECUTA SHU-1416 NORMAL, EJECUTA SOR-5562 NORMAL, EJECUTA SAQ-7452 NORMAL, 
191, EJECUTA SQK-6817 NORMAL, EJECUTA SCD-8546 NORMAL, EJECUTA SHU-1416 NORMAL, EJECUTA SOR-5562 NORMAL, EJECUTA SAQ-7452 NORMAL, 
192, EJECUTA SER-3638 NORMAL, EJECUTA SCD-8546 NORMAL, EJECUTA SHU-1416 NORMAL, EJECUTA SOR-5562 NORMAL, EJECUTA SAQ-7452 NORMAL, 
193, EJECUTA SER-3638 NORMAL, EJECUTA SCD-8546 NORMAL, EJECUTA SHU-1416 NORMAL, EJECUTA SOR-5562 NORMAL, EJECUTA SAQ-7452 NORMAL, 
194, EJECUTA SER-3638 NORMAL, EJECUTA SCD-8546 NORMAL, EJECUTA SHU-1416 NORMAL, EJECUTA SOR-5562 NORMAL, EJECUTA SAQ-7452 NORMAL, 
195, EJECUTA SER-3638 NORMAL, EJECUTA SCD-8546 NORMAL, EJECUTA SJF-7888 NORMAL, EJECUTA SBO-3065 NORMAL, EJECUTA SMJ-3815 NORMAL, 
196, EJECUTA SER-3638 NORMAL, EJECUTA SRG-4224 NORMAL, EJECUTA SJF-7888 NORMAL, EJECUTA SBO-3065 NORMAL, EJECUTA SMJ-3815 NORMAL, 
197, EJECUTA SCE-2418 NORMAL, EJECUTA SRG-4224 NORMAL, EJECUTA SJF-7888 NORMAL, EJECUTA SBO-3065 NORMAL, EJECUTA SMJ-3815 NORMAL, 
198, EJECUTA SCE-2418 NORMAL, EJECUTA SRG-4224 NORMAL, EJECUTA SJF-7888 NORMAL, EJECUTA SBO-3065 NORMAL, EJECUTA SMJ-3815 NORMAL, 
199, EJECUTA SCE-2418 NORMAL, EJECUTA SRG-4224 NORMAL, EJECUTA SJF-7888 NORMAL, EJECUTA SBO-3065 NORMAL, EJECUTA SMJ-3815 NORMAL, 
200, EJECUTA SCE-2418 NORMAL, EJECUTA SRG-4224 NORMAL, EJECUTA SVY-6019 NORMAL, EJECUTA SOI-0515 NORMAL, EJECUTA SIE-8370 NORMAL, 
201, EJECUTA SCE-2418 NORMAL, EJECUTA SDQ-5360 NORMAL, EJECUTA SVY-6019 NORMAL, EJECUTA SOI-0515 NORMAL, EJECUTA SIE-8370 NORMAL, 
202, EJECUTA SCM-3085 NORMAL, EJECUTA SDQ-5360 NORMAL, EJECUTA SVY-6019 NORMAL, EJECUTA SOI-0515 NORMAL, EJECUTA SIE-8370 NORMAL, 
203, EJECUTA SCM-3085 NORMAL, EJECUTA SDQ-5360 NORMAL, EJECUTA SVY-6019 NORMAL, EJECUTA SOI-0515 NORMAL, EJECUTA SIE-8370 NORMAL, 
204, EJECUTA SCM-3085 NORMAL, EJECUTA SDQ-5360 NORMAL, EJECUTA SVY-6019 NORMAL, EJECUTA SOI-0515 NORMAL, EJECUTA SIE-8370 NORMAL, 
205, EJECUTA SCM-3085 NORMAL, EJECUTA SDQ-5360 NORMAL, EJECUTA SUF-2149 NORMAL, EJECUTA SQY-4879 NORMAL, EJECUTA SIU-0902 NORMAL, 
206, EJECUTA SCM-3085 NORMAL, EJECUTA SOQ-9262 NORMAL, EJECUTA SUF-2149 NORMAL, EJECUTA SQY-4879 NORMAL, EJECUTA SIU-0902 NORMAL, 
207, EJECUTA SYP-8123 NORMAL, EJECUTA SOQ-9262 NORMAL, EJECUTA SUF-2149 NORMAL, EJECUTA SQY-4879 NORMAL, EJECUTA SIU-0902 NORMAL, 
208, EJECUTA SYP-8123 NORMAL, EJECUTA SOQ-9262 NORMAL, EJECUTA SUF-2149 NORMAL, EJECUTA SQY-4879 NORMAL, EJECUTA SIU-0902 NORMAL, 
209, EJECUTA SYP-8123 NORMAL, EJECUTA SOQ-9262 NORMAL, EJECUTA SUF-2149 NORMAL, EJECUTA SQY-4879 NORMAL, EJECUTA SIU-0902 NORMAL, 
210, EJECUTA SYP-8123 NORMAL, EJECUTA SOQ-9262 NORMAL, EJECUTA SPJ-5893 NORMAL, EJECUTA SOV-9014 NORMAL, EJECUTA SHB-1323 NORMAL, 
211, EJECUTA SYP-8123 NORMAL, EJECUTA SKZ-5787 NORMAL, EJECUTA SPJ-5893 NORMAL, EJECUTA SOV-9014 NORMAL, EJECUTA SHB-1323 NORMAL, 
212, EJECUTA SCW-4665 NORMAL, EJECUTA SKZ-5787 NORMAL, EJECUTA SPJ-5893 NORMAL, EJECUTA SOV-9014 NORMAL, EJECUTA SHB-1323 NORMAL, 
213, EJECUTA SCW-4665 NORMAL, EJECUTA SKZ-5787 NORMAL, EJECUTA SPJ-5893 NORMAL, EJECUTA SOV-9014 NORMAL, EJECUTA SHB-1323 NORMAL, 
214, EJECUTA SCW-4665 NORMAL, EJECUTA SKZ-5787 NORMAL, EJECUTA SPJ-5893 NORMAL, EJECUTA SOV-9014 NORMAL, EJECUTA SHB-1323 NORMAL, 
215, EJECUTA SCW-4665 NORMAL, EJECUTA SKZ-5787 NORMAL, EJECUTA SHG-2558 NORMAL, EJECUTA SNY-6899 NORMAL, EJECUTA SBB-1961 NORMAL, 
216, EJECUTA SCW-4665 NORMAL, EJECUTA SQT-0209 NORMAL, EJECUTA SHG-2558 NORMAL, EJECUTA SNY-6899 NORMAL, EJECUTA SBB-1961 NORMAL, 
217, EJECUTA STX-7343 NORMAL, EJECUTA SQT-0209 NORMAL, EJECUTA SHG-2558 NORMAL, EJECUTA SNY-6899 NORMAL, EJECUTA SBB-1961 NORMAL, 
218, EJECUTA STX-7343 NORMAL, EJECUTA SQT-0209 NORMAL, EJECUTA SHG-2558 NORMAL, EJECUTA SNY-6899 NORMAL, EJECUTA SBB-1961 NORMAL, 
219, EJECUTA STX-7343 NORMAL, EJECUTA SQT-0209 NORMAL, EJECUTA SHG-2558 NORMAL, EJECUTA SNY-6899 NORMAL, EJECUTA SBB-1961 NORMAL, 
220, EJECUTA STX-7343 NORMAL, EJECUTA SQT-0209 NORMAL, vacio, EJECUTA SKZ-6660 NORMAL, EJECUTA SKA-0933 NORMAL, 
221, EJECUTA STX-7343 NORMAL, EJECUTA SAZ-1928 NORMAL, vacio, EJECUTA SKZ-6660 NORMAL, EJECUTA SKA-0933 NORMAL, 
222, EJECUTA SAK-4726 NORMAL, EJECUTA SAZ-1928 NORMAL, vacio, EJECUTA SKZ-6660 NORMAL, EJECUTA SKA-0933 NORMAL, 
223, EJECUTA SAK-4726 NORMAL, EJECUTA SAZ-1928 NORMAL, vacio, EJECUTA SKZ-6660 NORMAL, EJECUTA SKA-0933 NORMAL, 
224, EJECUTA SAK-4726 NORMAL, EJECUTA SAZ-1928 NORMAL, vacio, EJECUTA SKZ-6660 NORMAL, EJECUTA SKA-0933 NORMAL, 
225, EJECUTA SAK-4726 NORMAL, EJECUTA SAZ-1928 NORMAL, vacio, EJECUTA SWE-5748 NORMAL, EJECUTA SAH-0893 NORMAL, 
226, EJECUTA SAK-4726 NORMAL, EJECUTA SFD-8038 NORMAL, vacio, EJECUTA SWE-5748 NORMAL, EJECUTA SAH-0893 NORMAL, 
227, vacio, EJECUTA SFD-8038 NORMAL, vacio, EJECUTA SWE-5748 NORMAL, EJECUTA SAH-0893 NORMAL, 
228, vacio, EJECUTA SFD-8038 NORMAL, vacio, EJECUTA SWE-5748 NORMAL, EJECUTA SAH-0893 NORMAL, 
229, vacio, EJECUTA SFD-8038 NORMAL, vacio, EJECUTA SWE-5748 NORMAL, EJECUTA SAH-0893 NORMAL, 
230, vacio, EJECUTA SFD-8038 NORMAL, vacio, EJECUTA SUM-0563 NORMAL, vacio, 
231, vacio, EJECUTA STK-2592 NORMAL, vacio, EJECUTA SUM-0563 NORMAL, vacio, 
232, vacio, EJECUTA STK-2592 NORMAL, vacio, EJECUTA SUM-0563 NORMAL, vacio, 
233, vacio, EJECUTA STK-2592 NORMAL, vacio, EJECUTA SUM-0563 NORMAL, vacio, 
234, vacio, EJECUTA STK-2592 NORMAL, vacio, EJECUTA SUM-0563 NORMAL, vacio, 
235, vacio, EJECUTA STK-2592 NORMAL, vacio, vacio, vacio, 
236, vacio, vacio, vacio, vacio, vacio, 
