Tiempo, Cabina1, Cabina2, Cabina3, Cabina4, Cabina5, 
146, EJECUTA SWH-1847 NORMAL, EJECUTA SXR-2281 NORMAL, EJECUTA SWG-5716 NORMAL, EJECUTA SPT-9666 NORMAL, EJECUTA SUK-7537 NORMAL, 
147, EJECUTA SWH-1847 NORMAL, EJECUTA SXR-2281 NORMAL, EJECUTA SWG-5716 NORMAL, EJECUTA SPT-9666 NORMAL, EJECUTA SUK-7537 NORMAL, 
148, EJECUTA SWH-1847 NORMAL, EJECUTA SWG-8140 NORMAL, EJECUTA SWG-5716 NORMAL, EJECUTA SPT-9666 NORMAL, EJECUTA SUK-7537 NORMAL, 
149, EJECUTA SWH-1847 NORMAL, EJECUTA SWG-8140 NORMAL, EJECUTA SZN-7531 NORMAL, EJECUTA SFB-5194 NORMAL, EJECUTA SUK-7537 NORMAL, 
150, EJECUTA SWH-1847 NORMAL, EJECUTA SWG-8140 NORMAL, EJECUTA SZN-7531 NORMAL, EJECUTA SFB-5194 NORMAL, EJECUTA SGY-4511 NORMAL, 
151, EJECUTA SVK-1858 NORMAL, EJECUTA SWG-8140 NORMAL, EJECUTA SZN-7531 NORMAL, EJECUTA SFB-5194 NORMAL, EJECUTA SGY-4511 NORMAL, 
152, EJECUTA SVK-1858 NORMAL, EJECUTA SWG-8140 NORMAL, EJECUTA SZN-7531 NORMAL, EJECUTA SFB-5194 NORMAL, EJECUTA SGY-4511 NORMAL, 
153, EJECUTA SVK-1858 NORMAL, EJECUTA SZP-8485 NORMAL, EJECUTA SZN-7531 NORMAL, EJECUTA SFB-5194 NORMAL, EJECUTA SGY-4511 NORMAL, 
154, EJECUTA SVK-1858 NORMAL, EJECUTA SZP-8485 NORMAL, EJECUTA SGX-4577 NORMAL, EJECUTA SAN-0958 NORMAL, EJECUTA SGY-4511 NORMAL, 
155, EJECUTA SVK-1858 NORMAL, EJECUTA SZP-8485 NORMAL, EJECUTA SGX-4577 NORMAL, EJECUTA SAN-0958 NORMAL, EJECUTA SIH-1700 NORMAL, 
156, ESPERANDO POR SQY-9170 EMERGENCIA, EJECUTA SZP-8485 NORMAL, EJECUTA SGX-4577 NORMAL, EJECUTA SAN-0958 NORMAL, EJECUTA SIH-1700 NORMAL, 
157, ESPERANDO POR SQY-9170 EMERGENCIA, EJECUTA SZP-8485 NORMAL, EJECUTA SGX-4577 NORMAL, EJECUTA SAN-0958 NORMAL, EJECUTA SIH-1700 NORMAL, 
158, ESPERANDO POR SQY-9170 EMERGENCIA, EJECUTA SWB-8837 NORMAL, EJECUTA SGX-4577 NORMAL, EJECUTA SAN-0958 NORMAL, EJECUTA SIH-1700 NORMAL, 
159, ESPERANDO POR SQY-9170 EMERGENCIA, EJECUTA SWB-8837 NORMAL, EJECUTA SRD-6636 NORMAL, EJECUTA SRY-8909 NORMAL, EJECUTA SIH-1700 NORMAL, 
160, ESPERANDO POR SQY-9170 EMERGENCIA, EJECUTA SWB-8837 NORMAL, EJECUTA SRD-6636 NORMAL, EJECUTA SRY-8909 NORMAL, EJECUTA SDD-7872 NORMAL, 
161, EJECUTA SQY-9170 EMERGENCIA, EJECUTA SWB-8837 NORMAL, EJECUTA SRD-6636 NORMAL, EJECUTA SRY-8909 NORMAL, EJECUTA SDD-7872 NORMAL, 
162, EJECUTA SQY-9170 EMERGENCIA, EJECUTA SWB-8837 NORMAL, EJECUTA SRD-6636 NORMAL, EJECUTA SRY-8909 NORMAL, EJECUTA SDD-7872 NORMAL, 
163, EJECUTA SQY-9170 EMERGENCIA, EJECUTA SCE-2418 NORMAL, EJECUTA SRD-6636 NORMAL, EJECUTA SRY-8909 NORMAL, EJECUTA SDD-7872 NORMAL, 
164, EJECUTA SQY-9170 EMERGENCIA, EJECUTA SCE-2418 NORMAL, EJECUTA SCD-9957 NORMAL, EJECUTA SVZ-9981 NORMAL, EJECUTA SDD-7872 NORMAL, 
165, EJECUTA SQY-9170 EMERGENCIA, EJECUTA SCE-2418 NORMAL, EJECUTA SCD-9957 NORMAL, EJECUTA SVZ-9981 NORMAL, EJECUTA SEY-6977 NORMAL, 
166, EJECUTA SLT-3650 NORMAL, EJECUTA SCE-2418 NORMAL, EJECUTA SCD-9957 NORMAL, EJECUTA SVZ-9981 NORMAL, EJECUTA SEY-6977 NORMAL, 
167, EJECUTA SLT-3650 NORMAL, EJECUTA SCE-2418 NORMAL, EJECUTA SCD-9957 NORMAL, EJECUTA SVZ-9981 NORMAL, EJECUTA SEY-6977 NORMAL, 
168, EJECUTA SLT-3650 NORMAL, EJECUTA SHN-9406 NORMAL, EJECUTA SCD-9957 NORMAL, EJECUTA SVZ-9981 NORMAL, EJECUTA SEY-6977 NORMAL, 
169, EJECUTA SLT-3650 NORMAL, EJECUTA SHN-9406 NORMAL, EJECUTA SDN-6176 NORMAL, EJECUTA SHB-3418 NORMAL, EJECUTA SEY-6977 NORMAL, 
170, EJECUTA SLT-3650 NORMAL, EJECUTA SHN-9406 NORMAL, EJECUTA SDN-6176 NORMAL, EJECUTA SHB-3418 NORMAL, EJECUTA SLK-2411 NORMAL, 
171, ESPERANDO POR STK-9838 EMERGENCIA, EJECUTA SHN-9406 NORMAL, EJECUTA SDN-6176 NORMAL, EJECUTA SHB-3418 NORMAL, EJECUTA SLK-2411 NORMAL, 
172, ESPERANDO POR STK-9838 EMERGENCIA, EJECUTA SHN-9406 NORMAL, EJECUTA SDN-6176 NORMAL, EJECUTA SHB-3418 NORMAL, EJECUTA SLK-2411 NORMAL, 
173, ESPERANDO POR STK-9838 EMERGENCIA, EJECUTA SVX-0183 NORMAL, EJECUTA SDN-6176 NORMAL, EJECUTA SHB-3418 NORMAL, EJECUTA SLK-2411 NORMAL, 
174, ESPERANDO POR STK-9838 EMERGENCIA, EJECUTA SVX-0183 NORMAL, EJECUTA SCD-8546 NORMAL, EJECUTA SAO-4464 NORMAL, EJECUTA SLK-2411 NORMAL, 
175, ESPERANDO POR STK-9838 EMERGENCIA, EJECUTA SVX-0183 NORMAL, EJECUTA SCD-8546 NORMAL, EJECUTA SAO-4464 NORMAL, EJECUTA SCM-3085 NORMAL, 
176, EJECUTA STK-9838 EMERGENCIA, EJECUTA SVX-0183 NORMAL, EJECUTA SCD-8546 NORMAL, EJECUTA SAO-4464 NORMAL, EJECUTA SCM-3085 NORMAL, 
177, EJECUTA STK-9838 EMERGENCIA, EJECUTA SVX-0183 NORMAL, EJECUTA SCD-8546 NORMAL, EJECUTA SAO-4464 NORMAL, EJECUTA SCM-3085 NORMAL, 
178, EJECUTA STK-9838 EMERGENCIA, EJECUTA SRG-4224 NORMAL, EJECUTA SCD-8546 NORMAL, EJECUTA SAO-4464 NORMAL, EJECUTA SCM-3085 NORMAL, 
179, EJECUTA STK-9838 EMERGENCIA, EJECUTA SRG-4224 NORMAL, EJECUTA SXJ-3728 NORMAL, EJECUTA SRT-0230 NORMAL, EJECUTA SCM-3085 NORMAL, 
180, EJECUTA STK-9838 EMERGENCIA, EJECUTA SRG-4224 NORMAL, EJECUTA SXJ-3728 NORMAL, EJECUTA SRT-0230 NORMAL, EJECUTA SDQ-5360 NORMAL, 
181, EJECUTA SCT-1098 NORMAL, EJECUTA SRG-4224 NORMAL, EJECUTA SXJ-3728 NORMAL, EJECUTA SRT-0230 NORMAL, EJECUTA SDQ-5360 NORMAL, 
182, EJECUTA SCT-1098 NORMAL, EJECUTA SRG-4224 NORMAL, EJECUTA SXJ-3728 NORMAL, EJECUTA SRT-0230 NORMAL, EJECUTA SDQ-5360 NORMAL, 
183, EJECUTA SCT-1098 NORMAL, EJECUTA SOR-5562 NORMAL, EJECUTA SXJ-3728 NORMAL, EJECUTA SRT-0230 NORMAL, EJECUTA SDQ-5360 NORMAL, 
184, EJECUTA SCT-1098 NORMAL, EJECUTA SOR-5562 NORMAL, EJECUTA SAQ-7452 NORMAL, EJECUTA SOQ-9262 NORMAL, EJECUTA SDQ-5360 NORMAL, 
185, EJECUTA SCT-1098 NORMAL, EJECUTA SOR-5562 NORMAL, EJECUTA SAQ-7452 NORMAL, EJECUTA SOQ-9262 NORMAL, EJECUTA SBO-3065 NORMAL, 
186, EJECUTA SLL-2713 NORMAL, EJECUTA SOR-5562 NORMAL, EJECUTA SAQ-7452 NORMAL, EJECUTA SOQ-9262 NORMAL, EJECUTA SBO-3065 NORMAL, 
187, EJECUTA SLL-2713 NORMAL, EJECUTA SOR-5562 NORMAL, EJECUTA SAQ-7452 NORMAL, EJECUTA SOQ-9262 NORMAL, EJECUTA SBO-3065 NORMAL, 
188, EJECUTA SLL-2713 NORMAL, EJECUTA SMJ-3815 NORMAL, EJECUTA SAQ-7452 NORMAL, EJECUTA SOQ-9262 NORMAL, EJECUTA SBO-3065 NORMAL, 
189, EJECUTA SLL-2713 NORMAL, EJECUTA SMJ-3815 NORMAL, EJECUTA SYP-8123 NORMAL, EJECUTA SKZ-5787 NORMAL, EJECUTA SBO-3065 NORMAL, 
190, EJECUTA SLL-2713 NORMAL, EJECUTA SMJ-3815 NORMAL, EJECUTA SYP-8123 NORMAL, EJECUTA SKZ-5787 NORMAL, EJECUTA SOI-0515 NORMAL, 
191, EJECUTA SJV-0611 NORMAL, EJECUTA SMJ-3815 NORMAL, EJECUTA SYP-8123 NORMAL, EJECUTA SKZ-5787 NORMAL, EJECUTA SOI-0515 NORMAL, 
192, EJECUTA SJV-0611 NORMAL, EJECUTA SMJ-3815 NORMAL, EJECUTA SYP-8123 NORMAL, EJECUTA SKZ-5787 NORMAL, EJECUTA SOI-0515 NORMAL, 
193, EJECUTA SJV-0611 NORMAL, EJECUTA SCW-4665 NORMAL, EJECUTA SYP-8123 NORMAL, EJECUTA SKZ-5787 NORMAL, EJECUTA SOI-0515 NORMAL, 
194, EJECUTA SJV-0611 NORMAL, EJECUTA SCW-4665 NORMAL, EJECUTA SQT-0209 NORMAL, EJECUTA SQY-4879 NORMAL, EJECUTA SOI-0515 NORMAL, 
195, EJECUTA SJV-0611 NORMAL, EJECUTA SCW-4665 NORMAL, EJECUTA SQT-0209 NORMAL, EJECUTA SQY-4879 NORMAL, EJECUTA SIU-0902 NORMAL, 
196, EJECUTA SFC-4481 NORMAL, EJECUTA SCW-4665 NORMAL, EJECUTA SQT-0209 NORMAL, EJECUTA SQY-4879 NORMAL, EJECUTA SIU-0902 NORMAL, 
197, EJECUTA SFC-4481 NORMAL, EJECUTA SCW-4665 NORMAL, EJECUTA SQT-0209 NORMAL, EJECUTA SQY-4879 NORMAL, EJECUTA SIU-0902 NORMAL, 
198, EJECUTA SFC-4481 NORMAL, EJECUTA SAZ-1928 NORMAL, EJECUTA SQT-0209 NORMAL, EJECUTA SQY-4879 NORMAL, EJECUTA SIU-0902 NORMAL, 
199, EJECUTA SFC-4481 NORMAL, EJECUTA SAZ-1928 NORMAL, EJECUTA SUS-4763 NORMAL, EJECUTA SHU-1416 NORMAL, EJECUTA SIU-0902 NORMAL, 
200, EJECUTA SFC-4481 NORMAL, EJECUTA SAZ-1928 NORMAL, EJECUTA SUS-4763 NORMAL, EJECUTA SHU-1416 NORMAL, EJECUTA SJF-7888 NORMAL, 
201, EJECUTA SER-3638 NORMAL, EJECUTA SAZ-1928 NORMAL, EJECUTA SUS-4763 NORMAL, EJECUTA SHU-1416 NORMAL, EJECUTA SJF-7888 NORMAL, 
202, EJECUTA SER-3638 NORMAL, EJECUTA SAZ-1928 NORMAL, EJECUTA SUS-4763 NORMAL, EJECUTA SHU-1416 NORMAL, EJECUTA SJF-7888 NORMAL, 
203, EJECUTA SER-3638 NORMAL, EJECUTA SUF-2149 NORMAL, EJECUTA SUS-4763 NORMAL, EJECUTA SHU-1416 NORMAL, EJECUTA SJF-7888 NORMAL, 
204, EJECUTA SER-3638 NORMAL, EJECUTA SUF-2149 NORMAL, EJECUTA SAK-4726 NORMAL, EJECUTA SFD-8038 NORMAL, EJECUTA SJF-7888 NORMAL, 
205, EJECUTA SER-3638 NORMAL, EJECUTA SUF-2149 NORMAL, EJECUTA SAK-4726 NORMAL, EJECUTA SFD-8038 NORMAL, EJECUTA SPJ-5893 NORMAL, 
206, EJECUTA SNU-8286 NORMAL, EJECUTA SUF-2149 NORMAL, EJECUTA SAK-4726 NORMAL, EJECUTA SFD-8038 NORMAL, EJECUTA SPJ-5893 NORMAL, 
207, EJECUTA SNU-8286 NORMAL, EJECUTA SUF-2149 NORMAL, EJECUTA SAK-4726 NORMAL, EJECUTA SFD-8038 NORMAL, EJECUTA SPJ-5893 NORMAL, 
208, EJECUTA SNU-8286 NORMAL, EJECUTA SOV-9014 NORMAL, EJECUTA SAK-4726 NORMAL, EJECUTA SFD-8038 NORMAL, EJECUTA SPJ-5893 NORMAL, 
209, EJECUTA SNU-8286 NORMAL, EJECUTA SOV-9014 NORMAL, EJECUTA SHB-1323 NORMAL, EJECUTA SHG-2558 NORMAL, EJECUTA SPJ-5893 NORMAL, 
210, EJECUTA SNU-8286 NORMAL, EJECUTA SOV-9014 NORMAL, EJECUTA SHB-1323 NORMAL, EJECUTA SHG-2558 NORMAL, EJECUTA SNY-6899 NORMAL, 
211, EJECUTA SIE-8370 NORMAL, EJECUTA SOV-9014 NORMAL, EJECUTA SHB-1323 NORMAL, EJECUTA SHG-2558 NORMAL, EJECUTA SNY-6899 NORMAL, 
212, EJECUTA SIE-8370 NORMAL, EJECUTA SOV-9014 NORMAL, EJECUTA SHB-1323 NORMAL, EJECUTA SHG-2558 NORMAL, EJECUTA SNY-6899 NORMAL, 
213, EJECUTA SIE-8370 NORMAL, EJECUTA SBB-1961 NORMAL, EJECUTA SHB-1323 NORMAL, EJECUTA SHG-2558 NORMAL, EJECUTA SNY-6899 NORMAL, 
214, EJECUTA SIE-8370 NORMAL, EJECUTA SBB-1961 NORMAL, EJECUTA STK-2592 NORMAL, EJECUTA SUM-0563 NORMAL, EJECUTA SNY-6899 NORMAL, 
215, EJECUTA SIE-8370 NORMAL, EJECUTA SBB-1961 NORMAL, EJECUTA STK-2592 NORMAL, EJECUTA SUM-0563 NORMAL, EJECUTA SKZ-6660 NORMAL, 
216, EJECUTA STX-7343 NORMAL, EJECUTA SBB-1961 NORMAL, EJECUTA STK-2592 NORMAL, EJECUTA SUM-0563 NORMAL, EJECUTA SKZ-6660 NORMAL, 
217, EJECUTA STX-7343 NORMAL, EJECUTA SBB-1961 NORMAL, EJECUTA STK-2592 NORMAL, EJECUTA SUM-0563 NORMAL, EJECUTA SKZ-6660 NORMAL, 
218, EJECUTA STX-7343 NORMAL, EJECUTA SWE-5748 NORMAL, EJECUTA STK-2592 NORMAL, EJECUTA SUM-0563 NORMAL, EJECUTA SKZ-6660 NORMAL, 
219, EJECUTA STX-7343 NORMAL, EJECUTA SWE-5748 NORMAL, EJECUTA SAH-0893 NORMAL, vacio, EJECUTA SKZ-6660 NORMAL, 
220, EJECUTA STX-7343 NORMAL, EJECUTA SWE-5748 NORMAL, EJECUTA SAH-0893 NORMAL, vacio, vacio, 
221, EJECUTA SVY-6019 NORMAL, EJECUTA SWE-5748 NORMAL, EJECUTA SAH-0893 NORMAL, vacio, vacio, 
222, EJECUTA SVY-6019 NORMAL, EJECUTA SWE-5748 NORMAL, EJECUTA SAH-0893 NORMAL, vacio, vacio, 
223, EJECUTA SVY-6019 NORMAL, vacio, EJECUTA SAH-0893 NORMAL, vacio, vacio, 
224, EJECUTA SVY-6019 NORMAL, vacio, vacio, vacio, vacio, 
225, EJECUTA SVY-6019 NORMAL, vacio, vacio, vacio, vacio, 
226, EJECUTA SKA-0933 NORMAL, vacio, vacio, vacio, vacio, 
227, EJECUTA SKA-0933 NORMAL, vacio, vacio, vacio, vacio, 
228, EJECUTA SKA-0933 NORMAL, vacio, vacio, vacio, vacio, 
229, EJECUTA SKA-0933 NORMAL, vacio, vacio, vacio, vacio, 
230, EJECUTA SKA-0933 NORMAL, vacio, vacio, vacio, vacio, 
231, vacio, vacio, vacio, vacio, vacio, 
